CUSTOMERID,FIRSTNAME,LASTNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,COUNTRY,REGION,EMAIL,PHONE,CREDITCARDTYPE,CREDITCARD,CREDITCARDEXPIRATIONYEAR,CREDITCARDEXPIRATIONMONTH,USERNAME,PASSWORD,AGE,INCOME,GENDER
24293,GCNEUJ,LKOHPOIXUR,7796872516 Dell Way,,DDKQSYY,MT,92235,US,1,LKOHPOIXUR@dell.com,7796872516,5,5.13E+15,2008,6,user24293,password,25,100000,M
24294,NHGNFX,QCSTUGMRKR,3060868612 Dell Way,,WUEGYSM,MI,22940,US,1,QCSTUGMRKR@dell.com,3060868612,3,6.97E+15,2008,6,user24294,password,23,80000,F
24295,DXFBPY,DEXYNLOMPY,5905703681 Dell Way,,OLRXVWQ,OR,53096,US,1,DEXYNLOMPY@dell.com,5905703681,1,6.55E+15,2008,6,user24295,password,57,60000,F
24296,XMBARP,EHRPDMFRTE,2605086336 Dell Way,,VHGCWNB,MA,28251,US,1,EHRPDMFRTE@dell.com,2605086336,3,1.14E+15,2008,6,user24296,password,71,40000,F
24297,NWOMLF,LTGWMFKRHG,5374324560 Dell Way,,EROTBQD,CA,48195,US,1,LTGWMFKRHG@dell.com,5374324560,1,6.99E+15,2008,6,user24297,password,64,100000,M
24298,UDOGJE,YCTAYLFRUL,8905478242 Dell Way,,CEDICHB,FL,75991,US,1,YCTAYLFRUL@dell.com,8905478242,1,4.99E+15,2008,6,user24298,password,39,100000,M
24299,LVUZPK,DWYUQVUXYU,3315597733 Dell Way,,LOPBAET,TX,99304,US,1,DWYUQVUXYU@dell.com,3315597733,4,2.31E+15,2008,6,user24299,password,68,80000,M
24300,YTQQAD,HEFEMRFSIW,8098144259 Dell Way,,WBCLVPA,UT,96591,US,1,HEFEMRFSIW@dell.com,8098144259,4,7.55E+15,2008,6,user24300,password,67,80000,M
24301,WMXSPU,BFUYPIEFNZ,4873062342 Dell Way,,ANDJTGC,WI,37791,US,1,BFUYPIEFNZ@dell.com,4873062342,3,8.25E+15,2008,6,user24301,password,47,40000,F
24302,OWXFDB,EPRTRAWLDM,8722718312 Dell Way,,OGKGLAZ,NM,31170,US,1,EPRTRAWLDM@dell.com,8722718312,4,7.18E+15,2008,6,user24302,password,55,80000,M
24303,YXNCNS,AZHQCFFDBQ,3870367180 Dell Way,,TIDJGLT,NM,20187,US,1,AZHQCFFDBQ@dell.com,3870367180,4,9.16E+15,2008,6,user24303,password,82,60000,F
24304,RVMVVH,VKLLOOCBPQ,9457798572 Dell Way,,YXAEPOT,DC,62290,US,1,VKLLOOCBPQ@dell.com,9457798572,5,6.57E+15,2008,6,user24304,password,35,100000,M
24305,FDULZZ,FQWDZBETVW,6676226638 Dell Way,,UFRNSTC,OK,30318,US,1,FQWDZBETVW@dell.com,6676226638,4,2.15E+15,2008,6,user24305,password,86,20000,M
24306,DKHMOU,YBKGYOFOHV,3808670551 Dell Way,,ZAICBKB,WY,43123,US,1,YBKGYOFOHV@dell.com,3808670551,1,7.32E+15,2008,6,user24306,password,88,40000,F
24307,NLJMCC,JNQVDMETFF,4021134073 Dell Way,,SCSKOTR,ND,61789,US,1,JNQVDMETFF@dell.com,4021134073,1,3.12E+15,2008,6,user24307,password,30,60000,M
24308,INJSSW,LXVIEIANGX,4958858715 Dell Way,,IFDLSJM,FL,84422,US,1,LXVIEIANGX@dell.com,4958858715,3,5.47E+15,2008,6,user24308,password,23,100000,F
24309,GMYKUS,NEIFJTVMSP,6272866545 Dell Way,,IBCGMOY,VA,59212,US,1,NEIFJTVMSP@dell.com,6272866545,5,7.45E+15,2008,6,user24309,password,23,60000,F
24310,OZNZJM,FHXDZBCWYX,7652125845 Dell Way,,YJANZPL,VT,10050,US,1,FHXDZBCWYX@dell.com,7652125845,1,4.53E+15,2008,6,user24310,password,24,40000,M
24311,BXOOJM,AUIAGWGFSU,5155531054 Dell Way,,BZRQTNR,NV,43805,US,1,AUIAGWGFSU@dell.com,5155531054,2,3.10E+15,2008,6,user24311,password,74,40000,M
24312,NVAYRE,ROKSQFITAM,4952286838 Dell Way,,ZVDVFSK,MT,40834,US,1,ROKSQFITAM@dell.com,4952286838,1,6.51E+15,2008,6,user24312,password,80,80000,M
24313,TMFUVA,YOJLVTUHBO,4369828193 Dell Way,,LXUTMUD,OR,88076,US,1,YOJLVTUHBO@dell.com,4369828193,5,1.79E+15,2008,6,user24313,password,84,40000,F
24314,AAMWKL,DIIIOAYWAC,3333303808 Dell Way,,TBYFCCJ,WI,62530,US,1,DIIIOAYWAC@dell.com,3333303808,4,9.70E+15,2008,6,user24314,password,66,80000,F
24315,QHACEP,VWKYJQGJEO,3254793639 Dell Way,,PSJBZYO,CT,45254,US,1,VWKYJQGJEO@dell.com,3254793639,3,9.72E+15,2008,6,user24315,password,47,60000,F
24316,TSKYPE,LYDWCPZUTX,6102459554 Dell Way,,OCIBIUK,UT,18442,US,1,LYDWCPZUTX@dell.com,6102459554,5,1.51E+15,2008,6,user24316,password,81,40000,M
24317,XRZUXN,UHYPSWSJML,8217831437 Dell Way,,GAVDLGB,FL,31477,US,1,UHYPSWSJML@dell.com,8217831437,1,5.58E+15,2008,6,user24317,password,82,60000,M
24318,YXPRUZ,TOYOVIIRLH,4343254409 Dell Way,,UVYEYAG,RI,98605,US,1,TOYOVIIRLH@dell.com,4343254409,1,4.32E+15,2008,6,user24318,password,58,100000,F
24319,IGOIYE,CPOSCCQNBT,9408577354 Dell Way,,GHYAALC,ND,88740,US,1,CPOSCCQNBT@dell.com,9408577354,5,6.79E+15,2008,6,user24319,password,71,100000,M
24320,RONJQV,EXXZTCEWFR,3748981413 Dell Way,,VCFZOGQ,CO,67514,US,1,EXXZTCEWFR@dell.com,3748981413,5,4.61E+15,2008,6,user24320,password,31,60000,F
24321,OXUNIG,LYPYOYLEKY,9406180281 Dell Way,,VZUDZEE,NJ,39660,US,1,LYPYOYLEKY@dell.com,9406180281,3,1.86E+15,2008,6,user24321,password,67,60000,F
24322,MBZZAO,JRTMRQRTZZ,2992629811 Dell Way,,LDCPKWY,NV,21534,US,1,JRTMRQRTZZ@dell.com,2992629811,2,4.46E+15,2008,6,user24322,password,32,20000,F
24323,HWRTOF,LEQGBJHCVH,3312049670 Dell Way,,TMFITVN,AK,50234,US,1,LEQGBJHCVH@dell.com,3312049670,1,5.09E+15,2008,6,user24323,password,36,80000,M
24324,IJYOJN,LJYTQRJBTN,3797958693 Dell Way,,WFNHTOE,MD,58149,US,1,LJYTQRJBTN@dell.com,3797958693,5,5.35E+15,2008,6,user24324,password,77,20000,F
24325,CBFCIK,ZAOKLOAWCV,3547915834 Dell Way,,XSCFGOF,MT,69764,US,1,ZAOKLOAWCV@dell.com,3547915834,4,9.46E+15,2008,6,user24325,password,85,40000,F
24326,CLDODU,UPSSADBRAZ,7940324258 Dell Way,,ZYOHCKZ,IA,37405,US,1,UPSSADBRAZ@dell.com,7940324258,2,2.72E+15,2008,6,user24326,password,74,100000,M
24327,AYZROT,DGCBBZQYFB,8516600255 Dell Way,,SRKUZLA,PA,59004,US,1,DGCBBZQYFB@dell.com,8516600255,5,1.23E+15,2008,6,user24327,password,33,100000,M
24328,INOGFH,XWPJCIYGDV,4204600329 Dell Way,,ZTNOMUO,MA,79486,US,1,XWPJCIYGDV@dell.com,4204600329,1,5.56E+15,2008,6,user24328,password,67,60000,F
24329,USXVPU,EWNLIRTZFS,8846543074 Dell Way,,MEPXFQZ,OR,13384,US,1,EWNLIRTZFS@dell.com,8846543074,1,4.35E+15,2008,6,user24329,password,74,20000,M
24330,UNGGMA,PQOBHUQIUX,4756347915 Dell Way,,EZVJKDX,PA,34816,US,1,PQOBHUQIUX@dell.com,4756347915,4,8.92E+15,2008,6,user24330,password,60,100000,F
24331,LJXCKY,UNNFYDSKCU,8703851297 Dell Way,,DVCYLXP,CT,29788,US,1,UNNFYDSKCU@dell.com,8703851297,3,3.45E+15,2008,6,user24331,password,20,20000,M
24332,CCOHJA,HKDISSCBBV,2337457520 Dell Way,,RRYUTPM,NC,64020,US,1,HKDISSCBBV@dell.com,2337457520,5,7.47E+15,2008,6,user24332,password,39,40000,M
24333,ASFFGW,QTZPANVUMM,2975688355 Dell Way,,JMQBTKC,ND,53395,US,1,QTZPANVUMM@dell.com,2975688355,1,1.48E+15,2008,6,user24333,password,20,80000,F
24334,ZGJAQC,STWDPGAPRU,4474533008 Dell Way,,NEULKFP,IN,48291,US,1,STWDPGAPRU@dell.com,4474533008,3,7.02E+15,2008,6,user24334,password,81,60000,F
24335,PLHQAO,DYQVEOLTAG,7395884883 Dell Way,,DMVYZEQ,ME,69889,US,1,DYQVEOLTAG@dell.com,7395884883,2,2.27E+15,2008,6,user24335,password,86,40000,M
24336,COJAGC,ABJWRTAEAU,9207921562 Dell Way,,XMTILKF,DC,68436,US,1,ABJWRTAEAU@dell.com,9207921562,2,4.93E+15,2008,6,user24336,password,22,20000,M
24337,CSNANM,NOONGJWQAS,4806399985 Dell Way,,RXEXTBU,WI,37200,US,1,NOONGJWQAS@dell.com,4806399985,5,8.71E+15,2008,6,user24337,password,33,100000,M
24338,AOKPYA,PTPFHDVOZM,9951158599 Dell Way,,AFOMQWF,IL,25206,US,1,PTPFHDVOZM@dell.com,9951158599,2,4.65E+15,2008,6,user24338,password,31,80000,F
24339,NXMGOJ,ZBYKNFHNKO,6456583463 Dell Way,,TBLODMN,NY,61072,US,1,ZBYKNFHNKO@dell.com,6456583463,3,7.97E+15,2008,6,user24339,password,75,60000,F
24340,MDBADL,OHBEGACNAO,9481467696 Dell Way,,JUBYLOE,CT,45591,US,1,OHBEGACNAO@dell.com,9481467696,4,2.31E+15,2008,6,user24340,password,22,100000,F
24341,NQIGOX,CWMPHUWUUO,9194385752 Dell Way,,XMPIHBI,WY,48215,US,1,CWMPHUWUUO@dell.com,9194385752,5,3.60E+15,2008,6,user24341,password,88,40000,F
24342,ZGGLOO,ZPCLHXJNFY,8926288655 Dell Way,,OVSVZCZ,IL,85959,US,1,ZPCLHXJNFY@dell.com,8926288655,5,2.24E+15,2008,6,user24342,password,62,80000,F
24343,LXSDHY,EIUIGJQJNU,6931905299 Dell Way,,WVKSLDS,WY,47835,US,1,EIUIGJQJNU@dell.com,6931905299,2,6.62E+15,2008,6,user24343,password,40,100000,M
24344,FCGYKI,TYYZKJNESC,7013156455 Dell Way,,JKUATZJ,NJ,34366,US,1,TYYZKJNESC@dell.com,7013156455,4,4.64E+15,2008,6,user24344,password,43,20000,F
24345,TDQBNY,MLYTORJYOD,5814960606 Dell Way,,VVPXDSJ,DE,85926,US,1,MLYTORJYOD@dell.com,5814960606,2,4.05E+15,2008,6,user24345,password,89,80000,F
24346,MVTHPR,BINEQMQJIP,6331599174 Dell Way,,DOOMHVW,OR,61362,US,1,BINEQMQJIP@dell.com,6331599174,2,4.46E+15,2008,6,user24346,password,57,100000,F
24347,AYHCHN,KZBCNVIQBW,4633691809 Dell Way,,JKXHNEC,DE,89388,US,1,KZBCNVIQBW@dell.com,4633691809,4,1.69E+15,2008,6,user24347,password,50,20000,F
24348,UTIYAO,GDWNKXCURG,2204214600 Dell Way,,YVBOTYA,IN,56577,US,1,GDWNKXCURG@dell.com,2204214600,1,4.26E+15,2008,6,user24348,password,18,20000,F
24349,UJEFRB,VIUXFCVKEB,1904848625 Dell Way,,UYXVHCJ,MI,29370,US,1,VIUXFCVKEB@dell.com,1904848625,2,2.50E+15,2008,6,user24349,password,62,40000,F
24350,QYHLHU,XCVJJTWAIA,2988897392 Dell Way,,LXTRVLV,CO,44273,US,1,XCVJJTWAIA@dell.com,2988897392,1,9.10E+15,2008,6,user24350,password,77,40000,F
24351,AEVQXM,QIOIZZIFRU,5244461467 Dell Way,,WRAHRLL,VA,74778,US,1,QIOIZZIFRU@dell.com,5244461467,5,3.29E+15,2008,6,user24351,password,33,100000,F
24352,RXIEYS,OYFWYUTFMS,7764330451 Dell Way,,BINHWHK,VT,99914,US,1,OYFWYUTFMS@dell.com,7764330451,1,2.19E+15,2008,6,user24352,password,31,40000,M
24353,DJOVYE,QZGJCQSDGI,2828024526 Dell Way,,RVUYZUL,MO,31643,US,1,QZGJCQSDGI@dell.com,2828024526,3,6.61E+15,2008,6,user24353,password,46,60000,F
24354,ZOWARR,QKIZKNAQKB,6051982572 Dell Way,,LZYDNID,NY,34535,US,1,QKIZKNAQKB@dell.com,6051982572,3,4.07E+15,2008,6,user24354,password,72,80000,M
24355,ZLXVHC,SLFPRGMHLV,3756610567 Dell Way,,XGUMRTJ,AK,35281,US,1,SLFPRGMHLV@dell.com,3756610567,2,1.83E+15,2008,6,user24355,password,88,80000,F
24356,YFTNNR,YIBLQFZIPY,4809981471 Dell Way,,QXPEMQG,TX,95807,US,1,YIBLQFZIPY@dell.com,4809981471,4,1.00E+15,2008,6,user24356,password,29,80000,F
24357,GQEQXW,FIQBAHCAGQ,6793651913 Dell Way,,BRYONMZ,AR,45166,US,1,FIQBAHCAGQ@dell.com,6793651913,2,5.15E+15,2008,6,user24357,password,75,40000,M
24358,QLDKOP,NRCOVRWTLS,6223450943 Dell Way,,JVUXELA,ME,44520,US,1,NRCOVRWTLS@dell.com,6223450943,4,1.20E+15,2008,6,user24358,password,37,40000,F
24359,GRLTRW,MEGXJNBGNF,7961920265 Dell Way,,STWXAUL,NC,58583,US,1,MEGXJNBGNF@dell.com,7961920265,5,5.10E+15,2008,6,user24359,password,87,40000,F
24360,ROIUBO,XHZNDNRKYT,3654142237 Dell Way,,HJWXESQ,FL,46472,US,1,XHZNDNRKYT@dell.com,3654142237,2,7.12E+15,2008,6,user24360,password,62,40000,F
24361,OHWWGR,TYPARZTKQV,4732324920 Dell Way,,ZYDURYL,NV,45022,US,1,TYPARZTKQV@dell.com,4732324920,2,8.27E+15,2008,6,user24361,password,34,80000,F
24362,DBZVTX,XNEGLOSYKM,3580389154 Dell Way,,NVXRUDN,MI,87567,US,1,XNEGLOSYKM@dell.com,3580389154,1,9.03E+15,2008,6,user24362,password,30,60000,M
24363,RSKEER,HDXWBVPXLM,9401812454 Dell Way,,JDZKVNQ,KY,78240,US,1,HDXWBVPXLM@dell.com,9401812454,3,4.12E+15,2008,6,user24363,password,63,60000,F
24364,PTOLDL,GSJFRFIAVF,7634623873 Dell Way,,GDKHWDF,ME,71728,US,1,GSJFRFIAVF@dell.com,7634623873,3,4.90E+15,2008,6,user24364,password,26,100000,F
24365,LXBVMG,IAOBKWNVOG,4853115152 Dell Way,,IHYYLQN,AL,53019,US,1,IAOBKWNVOG@dell.com,4853115152,1,2.56E+15,2008,6,user24365,password,63,80000,F
24366,WHIAFC,AFAADSHLRP,9207842768 Dell Way,,IMGNJAV,WV,74843,US,1,AFAADSHLRP@dell.com,9207842768,3,3.21E+15,2008,6,user24366,password,18,20000,M
24367,KXABEW,OYUTDVGZDY,1859834943 Dell Way,,ULWENEZ,FL,19675,US,1,OYUTDVGZDY@dell.com,1859834943,4,4.82E+15,2008,6,user24367,password,40,60000,F
24368,KNGVIQ,LXGFXHPKJD,3756444128 Dell Way,,IBDWOJI,NJ,48497,US,1,LXGFXHPKJD@dell.com,3756444128,1,4.70E+15,2008,6,user24368,password,83,20000,M
24369,TXHWMC,PMGDJYIWDD,4392692353 Dell Way,,VCPIZCT,ID,68905,US,1,PMGDJYIWDD@dell.com,4392692353,5,6.38E+15,2008,6,user24369,password,51,60000,M
24370,MXZRCJ,OTIARRDUSU,5516648475 Dell Way,,HKDRQFW,VA,16308,US,1,OTIARRDUSU@dell.com,5516648475,5,2.18E+15,2008,6,user24370,password,21,20000,F
24371,LUCQDT,CWUMJISLXO,6411953596 Dell Way,,DDNRVKS,AZ,38017,US,1,CWUMJISLXO@dell.com,6411953596,5,5.66E+15,2008,6,user24371,password,64,40000,F
24372,RDCEBX,BXIZGESAIC,2951490534 Dell Way,,UPCTPRM,AL,18191,US,1,BXIZGESAIC@dell.com,2951490534,1,4.91E+15,2008,6,user24372,password,81,80000,F
24373,JYGYSO,BCGPSYKIGK,8615166085 Dell Way,,DMMYJRS,AR,75093,US,1,BCGPSYKIGK@dell.com,8615166085,2,6.00E+15,2008,6,user24373,password,86,20000,M
24374,ZVEUEO,VVIDRBHDSL,8186080976 Dell Way,,BHUNEXY,MN,63509,US,1,VVIDRBHDSL@dell.com,8186080976,1,5.87E+15,2008,6,user24374,password,66,80000,M
24375,UYPCCN,POHJHTWMRC,3190154204 Dell Way,,TMTXIIS,KY,40013,US,1,POHJHTWMRC@dell.com,3190154204,4,2.15E+15,2008,6,user24375,password,57,20000,F
24376,MDBWDW,ZRWLIENSQT,4195962112 Dell Way,,QLSPIHK,VA,75885,US,1,ZRWLIENSQT@dell.com,4195962112,2,7.13E+15,2008,6,user24376,password,60,20000,F
24377,JPSINJ,BSRHSRUBGI,1336098454 Dell Way,,GMJQPXO,MD,99459,US,1,BSRHSRUBGI@dell.com,1336098454,2,6.22E+15,2008,6,user24377,password,43,20000,M
24378,JJZYHO,RXIYXCNWLU,2321123860 Dell Way,,MTLXBHI,WY,57534,US,1,RXIYXCNWLU@dell.com,2321123860,3,9.79E+15,2008,6,user24378,password,60,40000,F
24379,BLEUCO,FIZJMXGZYK,6097514139 Dell Way,,QWQOYFT,DE,88655,US,1,FIZJMXGZYK@dell.com,6097514139,1,8.39E+15,2008,6,user24379,password,36,40000,M
24380,BMIKGN,PPPGNDHRXF,6357476229 Dell Way,,HBYBDZN,MD,61838,US,1,PPPGNDHRXF@dell.com,6357476229,2,9.85E+15,2008,6,user24380,password,68,20000,F
24381,XHSSHU,AFOBHUKJNR,9431118006 Dell Way,,NRMGFUX,VA,82954,US,1,AFOBHUKJNR@dell.com,9431118006,1,8.55E+15,2008,6,user24381,password,42,60000,F
24382,NQRNVC,ZOVBVQJKHX,8713885731 Dell Way,,MEJKSNK,IN,97148,US,1,ZOVBVQJKHX@dell.com,8713885731,2,5.24E+15,2008,6,user24382,password,21,20000,M
24383,ITAAMZ,OHWHXANVQU,6832923778 Dell Way,,XDLLJKG,MN,94023,US,1,OHWHXANVQU@dell.com,6832923778,3,1.94E+15,2008,6,user24383,password,19,100000,M
24384,ZJABDF,HBQLTMFZFK,7666092501 Dell Way,,VLLBJTH,KS,85351,US,1,HBQLTMFZFK@dell.com,7666092501,1,6.77E+15,2008,6,user24384,password,72,100000,F
24385,RXCLMT,IURLBTLIJO,3363776196 Dell Way,,WDQVVOK,CO,62741,US,1,IURLBTLIJO@dell.com,3363776196,2,7.65E+15,2008,6,user24385,password,47,80000,M
24386,EJQBCK,GRKXDEGQLQ,4145838302 Dell Way,,PYCSHGA,AZ,98980,US,1,GRKXDEGQLQ@dell.com,4145838302,5,1.70E+15,2008,6,user24386,password,33,40000,M
24387,JAESAP,DCTCFMXFTZ,6493174854 Dell Way,,CKDSTPC,NY,81936,US,1,DCTCFMXFTZ@dell.com,6493174854,1,8.15E+15,2008,6,user24387,password,43,80000,F
24388,WNDCNO,TEKELNZDJZ,3494772963 Dell Way,,RXBAATA,WI,64997,US,1,TEKELNZDJZ@dell.com,3494772963,1,6.53E+15,2008,6,user24388,password,46,100000,M
24389,UISHKS,JKWKRDKQZK,2266957839 Dell Way,,WNVCHQE,WA,17252,US,1,JKWKRDKQZK@dell.com,2266957839,5,4.32E+15,2008,6,user24389,password,53,80000,M
24390,IISMSE,FXCJSGGMKY,8519291840 Dell Way,,ZEEGTQG,NV,29358,US,1,FXCJSGGMKY@dell.com,8519291840,5,7.89E+15,2008,6,user24390,password,50,20000,M
24391,CSQAXK,NGZUNSYBVQ,8444164758 Dell Way,,YTLBQEJ,MN,91065,US,1,NGZUNSYBVQ@dell.com,8444164758,1,4.36E+15,2008,6,user24391,password,73,40000,M
24392,HECVWZ,BLDYVTPSUU,5174005280 Dell Way,,UBQFIKK,ND,87325,US,1,BLDYVTPSUU@dell.com,5174005280,5,5.32E+15,2008,6,user24392,password,61,100000,M
24393,PAOAPO,RACPCFIQNA,6386237653 Dell Way,,TBQMABX,RI,43158,US,1,RACPCFIQNA@dell.com,6386237653,5,8.09E+15,2008,6,user24393,password,67,60000,M
24394,MUOYXE,WPTIUZSBBC,8646695783 Dell Way,,CXMJZPH,RI,58971,US,1,WPTIUZSBBC@dell.com,8646695783,5,6.01E+15,2008,6,user24394,password,28,60000,F
24395,FCLRUB,WIIZXJDATL,1868144452 Dell Way,,CPPOBIL,AL,64222,US,1,WIIZXJDATL@dell.com,1868144452,3,3.64E+15,2008,6,user24395,password,34,100000,F
24396,MALCHM,OANXKXXCZU,6415409811 Dell Way,,WBZAMKI,MS,56411,US,1,OANXKXXCZU@dell.com,6415409811,2,5.48E+15,2008,6,user24396,password,53,40000,M
24397,QXXWZM,ZEEPJXRCEL,4558902647 Dell Way,,NNISNZE,MN,66130,US,1,ZEEPJXRCEL@dell.com,4558902647,1,6.67E+15,2008,6,user24397,password,69,80000,M
24398,LGJRLW,HCZODMCKHL,3792509408 Dell Way,,WAGPBNG,AK,40448,US,1,HCZODMCKHL@dell.com,3792509408,5,8.26E+15,2008,6,user24398,password,52,80000,F
24399,GLLNIE,SAVIOOZWIB,5787783546 Dell Way,,PCNKHVJ,WI,47157,US,1,SAVIOOZWIB@dell.com,5787783546,2,7.21E+15,2008,6,user24399,password,37,100000,F
24400,LXWRHH,DQXTGTRJVB,8778525191 Dell Way,,FCUNMMY,DC,23770,US,1,DQXTGTRJVB@dell.com,8778525191,3,6.60E+15,2008,6,user24400,password,34,100000,F
24401,EHRFLT,SGRACPGNXV,1784088920 Dell Way,,HQBVRCE,NE,13790,US,1,SGRACPGNXV@dell.com,1784088920,1,7.54E+15,2008,6,user24401,password,20,100000,M
24402,VEBOEG,PQZQPHTPMU,4398327984 Dell Way,,TFDNWEI,OR,22234,US,1,PQZQPHTPMU@dell.com,4398327984,1,8.53E+15,2008,6,user24402,password,18,20000,M
24403,KIVPGZ,OJKYUTPLOY,1663820998 Dell Way,,YNBDFWA,MS,47306,US,1,OJKYUTPLOY@dell.com,1663820998,1,3.72E+15,2008,6,user24403,password,47,40000,F
24404,WXVSXZ,KIVCBFCZEV,2037331273 Dell Way,,GJROQPJ,MS,25464,US,1,KIVCBFCZEV@dell.com,2037331273,5,7.42E+15,2008,6,user24404,password,28,100000,F
24405,VBNCIG,MLGRXRNFTJ,5727215114 Dell Way,,IBTBAHS,MO,73406,US,1,MLGRXRNFTJ@dell.com,5727215114,3,5.31E+15,2008,6,user24405,password,22,80000,M
24406,VDUNUN,GTXFCKBQJA,4164818673 Dell Way,,AUMODPG,OR,92180,US,1,GTXFCKBQJA@dell.com,4164818673,5,3.33E+15,2008,6,user24406,password,55,80000,M
24407,EZCJSV,FSITLTOOLX,7965934820 Dell Way,,EWKUHBG,VT,38068,US,1,FSITLTOOLX@dell.com,7965934820,3,7.87E+15,2008,6,user24407,password,72,40000,F
24408,YVVMFI,ZVDEJRONHZ,3279016480 Dell Way,,UHBTHKN,ME,50201,US,1,ZVDEJRONHZ@dell.com,3279016480,5,9.24E+15,2008,6,user24408,password,54,100000,M
24409,QEMQHK,WEZLGNSZQL,1572691204 Dell Way,,MIPLWHM,AR,26913,US,1,WEZLGNSZQL@dell.com,1572691204,5,8.07E+15,2008,6,user24409,password,42,100000,M
24410,RRUJUP,QHZUSCJCHR,3918681869 Dell Way,,WLVBLTN,UT,78282,US,1,QHZUSCJCHR@dell.com,3918681869,2,8.28E+15,2008,6,user24410,password,39,80000,M
24411,DNMMIS,VYWSGERKHS,7900679268 Dell Way,,MSUPSLP,OH,67893,US,1,VYWSGERKHS@dell.com,7900679268,1,7.16E+15,2008,6,user24411,password,47,20000,M
24412,XDNRWR,JQGDUEPREY,2254876395 Dell Way,,EAYRMWR,MA,58831,US,1,JQGDUEPREY@dell.com,2254876395,1,8.99E+15,2008,6,user24412,password,25,20000,F
24413,KZCYYP,OYXZVGJTBE,5217045104 Dell Way,,GUHEAZV,NH,11621,US,1,OYXZVGJTBE@dell.com,5217045104,2,9.45E+15,2008,6,user24413,password,86,100000,M
24414,VBQJFZ,ZEGVMMEYFX,1090034518 Dell Way,,CEJBFGL,WI,37758,US,1,ZEGVMMEYFX@dell.com,1090034518,2,4.66E+15,2008,6,user24414,password,18,20000,M
24415,RXFJXM,IAWYIGQOQC,9113692508 Dell Way,,HXBVHQC,MT,43755,US,1,IAWYIGQOQC@dell.com,9113692508,5,9.83E+15,2008,6,user24415,password,78,40000,M
24416,NZXHPI,HHTPDNTWVP,3487173837 Dell Way,,EYTVCVR,DC,89276,US,1,HHTPDNTWVP@dell.com,3487173837,5,4.74E+15,2008,6,user24416,password,52,80000,M
24417,FVHFDC,TEQBPZNEQY,6536951506 Dell Way,,AROQMHF,HI,29210,US,1,TEQBPZNEQY@dell.com,6536951506,2,6.56E+15,2008,6,user24417,password,33,40000,M
24418,XKFVTD,KHDCUIYKSM,2804038700 Dell Way,,DJMYYQI,SC,71015,US,1,KHDCUIYKSM@dell.com,2804038700,3,4.71E+15,2008,6,user24418,password,69,40000,F
24419,TYBDOM,LRLLSKNVMT,2546104812 Dell Way,,YYBKXNX,VA,21901,US,1,LRLLSKNVMT@dell.com,2546104812,1,1.77E+15,2008,6,user24419,password,69,80000,F
24420,NLJNFD,KDPDQVRYFT,2693021830 Dell Way,,PSAMGIR,DE,22032,US,1,KDPDQVRYFT@dell.com,2693021830,5,5.57E+15,2008,6,user24420,password,53,20000,M
24421,IERBMV,FZTXOJKYRA,2380629275 Dell Way,,DIZFQBQ,NV,27028,US,1,FZTXOJKYRA@dell.com,2380629275,2,7.16E+15,2008,6,user24421,password,86,100000,F
24422,DZFWEV,ZBNCTEUQLC,6487122730 Dell Way,,NEEMNSV,LA,58345,US,1,ZBNCTEUQLC@dell.com,6487122730,1,9.04E+15,2008,6,user24422,password,49,20000,F
24423,SEIXHL,DIVIBNXNTL,2853863465 Dell Way,,XSBFPHE,MS,76113,US,1,DIVIBNXNTL@dell.com,2853863465,2,6.40E+15,2008,6,user24423,password,24,100000,F
24424,EATKMJ,RWOSYQIXKT,5022120425 Dell Way,,MZCXZKG,MA,96815,US,1,RWOSYQIXKT@dell.com,5022120425,1,6.40E+15,2008,6,user24424,password,38,20000,M
24425,HBMBWJ,BPJLCRLLIM,9452008420 Dell Way,,HZLBZHS,RI,66372,US,1,BPJLCRLLIM@dell.com,9452008420,4,3.31E+15,2008,6,user24425,password,42,60000,M
24426,XRUQCT,DIVCWCHTXK,3263578284 Dell Way,,QBXLGJV,NE,15716,US,1,DIVCWCHTXK@dell.com,3263578284,2,2.16E+15,2008,6,user24426,password,86,40000,F
24427,CRJYSO,GOZUHKSMPO,5653612541 Dell Way,,XNWLKKX,LA,20491,US,1,GOZUHKSMPO@dell.com,5653612541,5,5.56E+15,2008,6,user24427,password,66,80000,F
24428,SYRNLZ,MHJTLYWVXY,2824943765 Dell Way,,JPRNAOM,VT,67207,US,1,MHJTLYWVXY@dell.com,2824943765,2,4.44E+15,2008,6,user24428,password,90,40000,M
24429,EHDJYX,RFWQWLVPVQ,5529302458 Dell Way,,XICDQIO,NV,65198,US,1,RFWQWLVPVQ@dell.com,5529302458,1,6.37E+15,2008,6,user24429,password,41,20000,M
24430,WNDOOG,KQGYAKZKFS,9890488989 Dell Way,,WKEPYFI,MD,37626,US,1,KQGYAKZKFS@dell.com,9890488989,5,6.46E+15,2008,6,user24430,password,57,100000,F
24431,RKLNXE,PQBQZEJIUG,6179946728 Dell Way,,AMFCDUG,NV,24863,US,1,PQBQZEJIUG@dell.com,6179946728,1,4.22E+15,2008,6,user24431,password,82,40000,F
24432,WHIZFX,IICFNBJWER,3739676747 Dell Way,,IEMWKFW,RI,48289,US,1,IICFNBJWER@dell.com,3739676747,5,4.98E+15,2008,6,user24432,password,81,80000,F
